Inj	tm40	tm30	tm20	tm10	t0	t10	t20	t30	t40	t50	t60	t70
0.2194375	0.352686814026838	0.348966119112556	0.34414170137399	0.339433990744087	0.334762488534968	0.330372496197728	0.326105405727424	0.319707932596373	0.313530900040265	0.307354706817348	0.304798106644179	0.298628795206894
0.2234165	0.353717355387163	0.349999142934644	0.345177835159914	0.340463720161857	0.335788109057538	0.331393638922825	0.327125846508694	0.320726777347414	0.31455855855841	0.308386643771383	0.305841344656262	0.299681276868385
0.2274676	0.354766570291614	0.351050885283389	0.346232743825447	0.341512108411248	0.336832313958011	0.33243328488755	0.328164777810277	0.321764083698493	0.315604838383205	0.309437279557886	0.306903486277461	0.300752829635127
0.2315922	0.355834821333282	0.35212170962533	0.347306791931358	0.34257951779967	0.337895464098094	0.33349179337811	0.329222558671404	0.322820210127281	0.31667010109342	0.31050697726098	0.307984898568147	0.301843823819844
0.2357916	0.356922445205749	0.353211953465107	0.348400317998362	0.343666284755434	0.338977894563658	0.334569498017409	0.330299522485645	0.323895489505899	0.317754682440768	0.311596074030213	0.309085922370093	0.302954603284349
0.2400671	0.3580297786026	0.354321954307363	0.349513660547173	0.344772745706847	0.340079940440574	0.335666732428354	0.331396002646569	0.324990254706472	0.318858918176966	0.312704907015128	0.310206898525073	0.304085511890457
0.2444202	0.35915721001643	0.355452101580529	0.350647210178614	0.345899288840422	0.341201988366384	0.336783881560453	0.332512383839066	0.326104889812217	0.319983195707837	0.313833865234432	0.311348220312055	0.305236946401801
0.2488521	0.360305050241317	0.356602706827352	0.351801279373346	0.347046224705366	0.342344347651123	0.33792125337331	0.333648973811046	0.327239702089708	0.321127824958043	0.31498325990309	0.312510202354214	0.306409224229286
0.2533645	0.361473739568869	0.357774211400056	0.352976310812301	0.348213993246392	0.343507456484007	0.339079284143033	0.334806208538716	0.328395126833262	0.322293244987518	0.316153531908968	0.313693290367717	0.307602795038362
0.2579587	0.36266361469267	0.358966952803281	0.354172643016194	0.34940293089181	0.344691649950906	0.340258307492528	0.335984421415647	0.329571496915	0.323479791547976	0.317345018401612	0.314897825194335	0.308818002690843
0.2626361	0.36387503820581	0.360181294503566	0.355390640545795	0.35061339994903	0.345897288913527	0.341458682708001	0.337183971481068	0.330769170812592	0.324687826218188	0.318558082465147	0.316124173894441	0.310055217499453
0.2673984	0.365108450399897	0.361417677853133	0.356630746082037	0.351845840362763	0.347124811561085	0.342680846065561	0.338405294711186	0.331988583820354	0.325917788058088	0.319793164987439	0.317372782184198	0.311314889129642
0.2722471	0.366364239767529	0.362676492280415	0.357893350225743	0.353100640319521	0.348374604531124	0.343925182514713	0.33964877579089	0.333230120021504	0.327170064473502	0.321050654987196	0.318644043342577	0.312597414345041
0.2771836	0.367642768901795	0.363958101251949	0.359178817537684	0.354378162126713	0.34964702868535	0.345192051341665	0.340914773759409	0.334494137893712	0.328445017043199	0.322330915548542	0.319938324429948	0.313903163458373
0.2822097	0.36894450399381	0.365262972081855	0.360487616738849	0.355678871608154	0.350942547988815	0.346481914485824	0.342203750238609	0.335781098336841	0.329743110654169	0.323634413493924	0.321256097381075	0.315232612585999
0.2873269	0.370269833536171	0.366591494198564	0.36182013843006	0.357003156950353	0.352261549079062	0.347795156896698	0.34351608991338	0.337091385434109	0.331064732712237	0.324961537842049	0.322597755474926	0.316586158491549
0.2925369	0.371619197820487	0.3679441089543	0.363176825292252	0.358351458098023	0.353604470145307	0.349132214850394	0.344852228759928	0.33842543447983	0.332410322277339	0.326312729480784	0.323963744427667	0.317964250840473
0.2978414	0.372993037138366	0.369321257701288	0.36455812000636	0.359724214995877	0.354971749376765	0.350493524623019	0.34621260275446	0.339783680768319	0.333780318409407	0.327688429297994	0.325354509955462	0.319367339298221
0.3032421	0.374391791781419	0.37072338179175	0.365964465253316	0.361121867588626	0.356363824962652	0.351879522490683	0.347597647873184	0.341166559593891	0.335175160168379	0.329089078181548	0.326770497774477	0.320795873530243
0.3087406	0.375815876141747	0.372150896616014	0.367396277674	0.362544829941882	0.357781109316346	0.35329061906619	0.349007774446647	0.342574480645311	0.336595260787133	0.33051509108473	0.328212127382278	0.32225027675108
0.3143389	0.377265808209479	0.373604321411991	0.368854078069511	0.36399361963766	0.359224117954573	0.354727327615552	0.350443495388034	0.344007956033538	0.338041136806769	0.33196698669915	0.329679923150825	0.323731077978907
0.3200387	0.378742028276225	0.375084097531904	0.370338309120783	0.365468676620672	0.360693289066546	0.356190084414876	0.351905246673553	0.345467421052886	0.339513227287223	0.333445205912673	0.331174330796282	0.325238726879176
0.3258419	0.380245028432605	0.376590718251768	0.371849465588859	0.366970492593831	0.362189112393155	0.357679377066869	0.353393515570729	0.346953362208766	0.341012022942539	0.334950241482329	0.332695848472011	0.326773726019152
0.3317503	0.381775274869736	0.378124650885701	0.373388016194728	0.368499533380951	0.363712051899451	0.359195667510942	0.354908763701429	0.348466240401038	0.342537988659706	0.336482560230562	0.334244948112773	0.328336551515195
0.3377658	0.383333259678239	0.379686388709719	0.374954455699434	0.370056290684945	0.365262597326322	0.360739443349801	0.356451478333177	0.350006542135115	0.344091615152771	0.338042654914403	0.335822127871931	0.329927705934572
0.3438904	0.384919500848243	0.381276450961732	0.376549304904076	0.371641282087829	0.366841264190492	0.362311217849456	0.358022172379159	0.351574779521953	0.345673418962832	0.339631044225457	0.337427912121443	0.331547718295458
0.350126	0.386534490470369	0.382895330917753	0.378173058569697	0.373254999292514	0.368448542232848	0.363911478612617	0.359621333106901	0.353171439066962	0.347283890803934	0.341248220920753	0.339062799014669	0.333197091165123
0.3564747	0.388178772434253	0.384543573777589	0.379826263537451	0.374897985760118	0.370084972745952	0.365540764568591	0.361249499075246	0.35479705848665	0.348923573044233	0.342894729626479	0.340727339142167	0.33487638001265
0.3629386	0.389852890629529	0.386221724741045	0.381509466648493	0.376570784951754	0.371751097022363	0.36719961464669	0.362907208843039	0.356452175497521	0.350593008051883	0.344571114968823	0.342422083094494	0.336586140307124
0.3695196	0.391557337146819	0.387930277084135	0.383223162663865	0.378273888570337	0.373447404802969	0.368888516449621	0.364594949677805	0.358137276604986	0.35229268654093	0.346277869704814	0.344147529025009	0.338326874615813
0.37622	0.393292707674771	0.389669827930457	0.384967950504831	0.380007891835184	0.375174488932003	0.370608060233296	0.366313311429707	0.359852950736647	0.354023202533637	0.3480155903298	0.345904279961467	0.340099191309619
0.3830419	0.395059546103019	0.391440922479816	0.386744377012545	0.381773338207409	0.376932890702025	0.372358784927022	0.368062832657589	0.361599735609009	0.355785098398159	0.349784821469969	0.347692886494423	0.341903645857628
0.3899874	0.396858396321199	0.393244105932017	0.388552989028161	0.383570771148127	0.378723151405596	0.374141229460111	0.369844051920295	0.363378168938579	0.357578916502653	0.35158610775151	0.349513899214435	0.343740793728924
0.3970589	0.398689879917464	0.395080001372553	0.390394411512996	0.385400811755757	0.380545889662785	0.375956009751774	0.371657584713647	0.365188865258506	0.359405276696436	0.353420071604353	0.351367947367852	0.345611269745319
0.4042587	0.400554592580461	0.396949205925019	0.392269243388316	0.387264055249614	0.382401698317823	0.377803716057919	0.373504020887807	0.367032413496392	0.361264773001775	0.355287309523846	0.353255633982429	0.347515682277715
0.411589	0.402453104099332	0.398852290751118	0.394178057535327	0.389161070969915	0.384291144439108	0.379684912971158	0.37538392464728	0.36890937697429	0.363157973613879	0.357188392070759	0.355177535867318	0.349454613246106
0.4190522	0.404386036062232	0.400789878936342	0.396121478915349	0.391092480015077	0.386214846646709	0.381600216410702	0.377297911487885	0.370820370225352	0.365085498382067	0.35912394167502	0.357134282268872	0.351428697472304
