Time	Ampl
0	0.374395
2.00000000000015e-10	0.378235
4.0000000000003e-10	0.374395
6.00000000000045e-10	0.374395
8.0000000000006e-10	0.382075
1.00000000000008e-09	0.382075
1.20000000000009e-09	0.378235
1.40000000000011e-09	0.378235
1.60000000000012e-09	0.378235
1.80000000000014e-09	0.378235
2.00000000000015e-09	0.378235
2.20000000000017e-09	0.382075
2.40000000000018e-09	0.382075
2.6000000000002e-09	0.378235
2.80000000000021e-09	0.370555
3.00000000000023e-09	0.378235
3.20000000000024e-09	0.378235
3.40000000000026e-09	0.382075
3.60000000000027e-09	0.382075
3.80000000000029e-09	0.374395
4.0000000000003e-09	0.382075
4.20000000000032e-09	0.382075
4.40000000000033e-09	0.382075
4.60000000000035e-09	0.382075
4.80000000000036e-09	0.385914
5.00000000000038e-09	0.382075
5.20000000000039e-09	0.382075
5.40000000000041e-09	0.378235
5.6e-09	0.378235
5.80000000000001e-09	0.374395
6.00000000000003e-09	0.378235
6.20000000000004e-09	0.378235
6.40000000000006e-09	0.378235
6.60000000000007e-09	0.382075
6.80000000000009e-09	0.374395
7.0000000000001e-09	0.382075
7.20000000000012e-09	0.382075
7.40000000000013e-09	0.378235
7.60000000000015e-09	0.385914
7.80000000000016e-09	0.374395
8.00000000000018e-09	0.378235
8.20000000000019e-09	0.389754
8.40000000000021e-09	0.385914
8.60000000000022e-09	0.374395
8.80000000000024e-09	0.378235
9.00000000000025e-09	0.382075
9.20000000000027e-09	0.378235
9.40000000000028e-09	0.389754
9.6000000000003e-09	0.378235
9.80000000000031e-09	0.378235
1.00000000000003e-08	0.385914
1.02000000000003e-08	0.385914
1.04000000000004e-08	0.385914
1.06000000000004e-08	0.382075
1.08000000000004e-08	0.378235
1.10000000000004e-08	0.382075
1.12e-08	0.378235
1.14e-08	0.382075
1.16e-08	0.378235
1.18e-08	0.378235
1.20000000000001e-08	0.382075
1.22000000000001e-08	0.374395
1.24000000000001e-08	0.378235
1.26000000000001e-08	0.378235
1.28000000000001e-08	0.378235
1.30000000000001e-08	0.382075
1.32000000000001e-08	0.385914
1.34000000000002e-08	0.378235
1.36000000000002e-08	0.378235
1.38000000000002e-08	0.378235
1.40000000000002e-08	0.374395
1.42000000000002e-08	0.382075
1.44000000000002e-08	0.378235
1.46000000000002e-08	0.378235
1.48000000000003e-08	0.378235
1.50000000000003e-08	0.382075
1.52000000000003e-08	0.382075
1.54000000000003e-08	0.382075
1.56000000000003e-08	0.382075
1.58000000000003e-08	0.374395
1.60000000000004e-08	0.378235
1.62000000000004e-08	0.382075
1.64000000000004e-08	0.378235
1.66000000000004e-08	0.382075
1.68e-08	0.385914
1.7e-08	0.382075
1.72e-08	0.382075
1.74e-08	0.378235
1.76000000000001e-08	0.378235
1.78000000000001e-08	0.378235
1.80000000000001e-08	0.382075
1.82000000000001e-08	0.378235
1.84000000000001e-08	0.378235
1.86000000000001e-08	0.382075
1.88000000000001e-08	0.374395
1.90000000000002e-08	0.382075
1.92000000000002e-08	0.385914
1.94000000000002e-08	0.378235
1.96000000000002e-08	0.382075
1.98000000000002e-08	0.382075
2.00000000000002e-08	0.378235
2.02000000000002e-08	0.382075
2.04000000000003e-08	0.385914
2.06000000000003e-08	0.378235
2.08000000000003e-08	0.378235
2.10000000000003e-08	0.382075
2.12000000000003e-08	0.382075
2.14000000000003e-08	0.382075
2.16000000000004e-08	0.378235
2.18000000000004e-08	0.374395
2.20000000000004e-08	0.374395
2.22000000000004e-08	0.378235
2.24e-08	0.378235
2.26e-08	0.378235
2.28e-08	0.382075
