Inj	tm40	tm30	tm20	tm10	t0	t10	t20	t30	t40	t50	t60	t70
0.001944293	0.01136	0.01202	0.01181	0.00775	0.00167	-0.01288	-0.01561	-0.01735	-0.02422	-0.000549999999999998	-0.00153	-0.000609999999999999
0.001979548	0.01148	0.01141	0.01168	0.00904	0.00212	-0.01551	-0.01411	-0.01749	-0.02459	0.00052	0.000900000000000001	-0.000690000000000003
0.002015442	0.0102	0.01215	0.01261	0.00778	0.00354	-0.01383	-0.01506	-0.0177	-0.02486	0.00077	-0.00122	-0.00316
0.002051988	0.00832	0.00982	0.01047	0.00829	0.00292	-0.01142	-0.01614	-0.01649	-0.02535	0.000230000000000001	-0.000700000000000003	-0.000130000000000002
0.002089196	0.00983	0.01286	0.01107	0.0058	0.00234	-0.01473	-0.01885	-0.01695	-0.02432	-0.000830000000000001	-0.00051	-0.000830000000000001
0.002127078	0.00766	0.01173	0.0103	0.00789	0.00216	-0.014	-0.01863	-0.01555	-0.02611	0.00177	-0.00238	-0.00184
0.002165648	0.01027	0.01214	0.01176	0.00616	0.00202	-0.0129	-0.01723	-0.01461	-0.02408	-0.000310000000000001	-0.00239	-0.00102
0.002204917	0.00762	0.01322	0.01189	0.00739	0.00302	-0.0138	-0.01862	-0.01656	-0.02505	0.00126	-0.000299999999999998	-3.99999999999984e-05
0.002244898	0.01017	0.01084	0.01223	0.00833	0.000389999999999998	-0.01529	-0.0169	-0.01673	-0.02303	0.00109	-0.000800000000000002	-0.00069
0.002285604	0.0101	0.01391	0.00859	0.00862	0.00154	-0.01415	-0.01585	-0.01781	-0.0256	0.00134	-0.00124	-0.00274
0.002327048	0.00919	0.01418	0.01044	0.00826	0.00431	-0.01381	-0.01558	-0.01632	-0.02538	0.000479999999999998	0.00178	0.00042
0.002369244	0.00886	0.01246	0.02514	0.00842	0.00384	-0.01313	-0.01441	-0.01789	-0.02389	0.00069	0.000289999999999999	0.000989999999999998
0.002412204	0.01154	0.01254	0.01014	0.00793	0.00139	-0.01273	-0.01547	-0.01678	-0.0238	0.000309999999999998	0.00178	-0.00225
0.002455944	0.00912	0.01129	0.00936	0.00629	0.00131	-0.01347	-0.01285	-0.01795	-0.02434	0.000189999999999999	0.00133	-0.00188
0.002500477	0.00957	0.01246	0.01014	0.00817	0.000989999999999998	-0.01519	-0.01355	-0.01688	-0.02369	-0.000189999999999999	0.000150000000000001	-0.00209
0.002545817	0.00815	0.00943	0.01093	0.00683	0.00186	-0.01532	-0.01635	-0.01608	-0.02428	-0.00043	0.0006	-0.000789999999999999
0.00259198	0.00967	0.00955	0.00887	0.00496	0.00227	-0.01456	-0.0142	-0.0171	-0.02409	-2.99999999999988e-05	-0.00109	-2.99999999999988e-05
0.002638979	0.00806	0.01055	0.00984	0.0069	0.00271	-0.01469	-0.0152	-0.01561	-0.02493	-0.00257	7.00000000000006e-05	-0.000970000000000002
0.002686831	0.0118	0.01116	0.0098	0.00785	0.00198	-0.01501	-0.01505	-0.01756	-0.02317	0.002	-0.00239	-0.00131
0.00273555	0.01022	0.01007	0.00972	0.02159	0.00241	-0.01517	-0.01481	-0.01571	-0.02393	-0.00167	0.000710000000000002	0.000219999999999998
0.002785153	0.01042	0.01068	0.00918	0.00666	0.00224	-0.01586	-0.01528	-0.018	-0.02452	-0.00093	0.00076	-0.00171
0.002835655	0.01064	0.01027	0.00924	0.0082	0.00139	-0.0153	-0.01642	-0.01569	-0.02436	-0.000289999999999999	0.000739999999999998	-0.000529999999999999
0.002887073	0.00864	0.01038	0.00838	0.00687	0.00639	-0.01469	-0.01403	-0.0162	-0.02529	-0.000240000000000004	0.00147	0.000159999999999997
0.002939423	0.01063	0.01086	0.01025	0.00418	0.00331	-0.01405	-0.01385	-0.01699	-0.02386	-0.000940000000000003	-0.000580000000000001	-0.000119999999999999
0.002992723	0.01029	0.01013	0.01114	0.00776	0.00202	-0.01593	-0.01472	-0.01422	-0.02493	-3.00000000000022e-05	0.00112	-0.00093
0.003046989	0.00941	0.01086	0.01045	0.00864	0.00224000000000001	-0.01546	-0.01335	-0.01627	-0.02381	-0.000870000000000003	6.0000000000001e-05	-0.00281
0.003102239	0.00691	0.00982	0.01109	0.00723	0.00244	-0.01198	-0.01491	-0.01561	-0.02524	0.000710000000000002	0.000400000000000005	-0.00204
0.003158491	0.00928	0.01108	0.00908	0.00639	0.00272	-0.01756	-0.0147	-0.01519	-0.02634	-0.000390000000000001	-0.000879999999999999	-0.000650000000000001
0.003215763	0.00722	0.01089	0.00687	0.00704	0.00173	-0.01377	-0.01488	-0.01735	-0.02522	0.000539999999999999	-0.000130000000000002	-0.000609999999999999
0.003274073	0.00774	0.01126	0.00684999999999999	0.00595	0.00347	-0.01657	-0.01497	-0.01797	-0.02449	0.00105	-0.00068	-0.00181
0.003333441	0.00808	0.01211	0.00957	0.00639	0.000609999999999999	-0.01564	-0.01591	-0.01596	-0.02373	-0.00127	0.00068	-0.000409999999999997
0.003393885	0.01027	0.01105	0.0091	0.00643000000000001	0.00248	-0.01972	-0.01666	-0.01619	-0.02537	0.000149999999999997	0.000710000000000002	-0.000989999999999998
0.003455425	0.00964	0.00991	0.00913	0.00588	0.00236	-0.01736	-0.01837	-0.01722	-0.02346	-0.00243	0.00192	-0.00255
0.003518081	0.00997	0.01205	0.01038	0.00488	0.00145	-0.0171	-0.01651	-0.01476	-0.0244	0.00176	0.00208	-0.000910000000000001
0.003581873	0.00869	0.01033	0.0101	0.00593	0.00262	-0.01711	-0.01696	-0.01671	-0.02538	-0.000469999999999998	0.00052	-0.00299
0.003646822	0.00899	0.01146	0.00972	0.00812	0.0023	-0.01795	-0.0177	-0.01593	-0.02453	0.000219999999999998	0.00215	-0.00137
0.003712949	0.00548	0.01233	0.00859	0.00592	0.00165	-0.01721	-0.01735	-0.01604	-0.02548	-0.000330000000000004	0.000980000000000002	-0.00161
0.003780274	0.00949999999999999	0.01078	0.00974000000000001	0.01767	0.00304	-0.01792	-0.01713	-0.01601	-0.0254	1.99999999999992e-05	0.00025	4.99999999999945e-05
0.003848821	0.00905	0.01016	0.01008	0.00798	0.00254	-0.01712	-0.0164	-0.01584	-0.02373	0.00113000000000001	0.00077	-0.00115999999999999
0.00391861	0.00770000000000001	0.01171	0.00992	0.00721	0.00297	-0.01782	-0.01596	-0.01661	-0.02269	-0.000890000000000002	0.00108	-0.00152
0.003989665	0.00696	0.01108	0.00973	0.00661	0.00298	-0.01864	-0.01578	-0.01756	-0.02496	-0.00175	-0.000919999999999997	0.00077
0.004062008	0.00826	0.01272	0.01024	0.00715	0.0017	-0.01758	-0.01698	-0.01615	-0.02458	-0.000510000000000004	0.00299	-0.00175
0.004135663	0.00655	0.01121	0.0095	0.0071	0.00115	-0.01948	-0.01564	-0.01733	-0.02579	-0.00043	-0.000249999999999993	-0.00216
0.004210654	0.00829	0.01347	0.01007	0.00682	0.00173	-0.01601	-0.0159	-0.01704	-0.02548	-0.00105	0.000120000000000002	-0.00186
0.004287004	0.01006	0.01212	0.00807	0.00607	0.00269	-0.01843	-0.0155	-0.01524	-0.02371	0.00137	-0.00288	-0.00121
0.004364739	0.00828	0.01049	0.01063	0.00672	0.00165	-0.01903	-0.01557	-0.0162	-0.02687	-3.99999999999984e-05	-0.00388	-0.00114
0.004443883	0.00994	0.0102	0.0096	0.00654	0.00187	-0.01817	-0.01612	-0.01705	-0.02298	-0.000400000000000005	-0.00664	-8.00000000000037e-05
0.004524463	0.00708	0.01065	0.01073	0.00577	0.00216	-0.01831	-0.01682	-0.0154	-0.02427	0.000670000000000004	-0.005	-0.000369999999999995
0.004606503	0.00637	0.0107	0.00858	0.00534	0.00317	-0.0168	-0.01607	-0.01513	-0.02595	-0.000939999999999996	-0.00717	-0.00119
0.004690032	0.00899	0.01175	0.01302	0.0066	0.00606	-0.01828	-0.01792	-0.0163	-0.02459	0.00161	-0.00738	-0.00233
0.004775074	0.00769	0.01201	0.00938	0.00546	0.00131000000000001	-0.01735	-0.01556	-0.01563	-0.02528	0.00052	-0.00537	-0.000890000000000002
0.004861659	0.00866	0.01154	0.00959	0.00716	0.00221	-0.017	-0.01697	-0.01474	-0.02586	-0.000129999999999998	-0.00829	0.000290000000000006
0.004949814	0.00865	0.01259	0.00949999999999999	0.02082	0.00305	-0.0196	-0.01593	-0.01535	-0.02668	-0.00118	-0.00785	-0.00108
0.005039567	0.00779	0.01144	0.00998	0.00779	0.00248	-0.01742	-0.01626	-0.01507	-0.02647	0.00149	-0.00584	-0.00138
0.005130948	0.00926	0.01028	0.00884	0.00678	0.00147	-0.01651	-0.01537	-0.01692	-0.02423	0.000560000000000005	-0.00676	-0.00132
0.005223986	0.00779	0.00767	0.00945	0.00646	0.00116	-0.01593	-0.01591	-0.01734	-0.02643	0.00025	-0.00682	-0.000739999999999998
0.00531871	0.01047	0.00988	0.00898	0.00632000000000001	0.0036	-0.01818	-0.01583	-0.01588	-0.02534	0.00122	-0.00785	-0.000349999999999996
0.005415153	0.00918	0.01072	0.00783	0.01093	0.00334	-0.01734	-0.01491	-0.01849	-0.02325	-0.00151	-0.00612	-0.00084
0.005513344	0.01097	0.01142	0.00895	0.00636	0.00284	-0.01845	-0.01655	-0.01978	-0.0252	0.000309999999999998	-0.00714	-0.0015
0.005613316	0.01002	0.01001	0.01003	0.00741	0.00287	-0.01817	-0.01524	-0.01726	-0.025	0.000940000000000003	-0.00667	0.000379999999999998
0.0057151	0.01209	0.00902	0.00869	0.00608	0.00281	-0.01825	-0.01567	-0.02	-0.02625	-0.000380000000000005	-0.00785	7.00000000000006e-05
