Inj	tm40	tm30	tm20	tm10	t0	t10	t20	t30	t40	t50	t60	t70
0.002327048	0.011887	0.011446	0.01257	0.010725	0.00773	0.000580000000000001	-0.00866	-0.01877	-0.02467	-0.031585	-0.04129	-0.04496
0.002369244	0.011073	0.01023	0.00944	0.00802	0.00709	-0.00052	-0.00884	-0.01624	-0.02354	-0.0306	-0.04343	-0.04219
0.002412204	0.01113	0.00856	0.010306	0.00944	0.0057	0.00479	-0.00797	-0.017	-0.02484	-0.032561	-0.04157	-0.04342
0.002455944	0.010582	0.01056	0.00905	0.01021	0.00886	0.00164	-0.00677	-0.01919	-0.026936	-0.033026	-0.04221	-0.04349
0.002500477	0.011902	0.00958	0.00995	0.00931	0.00489	0.00342	-0.00922	-0.01661	-0.02408	-0.031408	-0.04063	-0.04503
0.002545817	0.01044	0.00844	0.012205	0.01072	0.01173	0.00225	-0.00841	-0.01847	-0.02417	-0.033611	-0.04095	-0.04521
0.00259198	0.01004	0.010678	0.012656	0.011666	0.00772	0.00086	-0.01315	-0.01744	-0.0252	-0.03149	-0.04085	-0.04434
0.002638979	0.01102	0.0098	0.0108	0.00838	0.00615	0.00432	-0.00799	-0.01621	-0.02532	-0.033425	-0.0416	-0.04409
0.002686831	0.00975	0.010541	0.010102	0.008792	0.00621	0.00175	-0.00881	-0.01538	-0.02617	-0.033329	-0.04053	-0.04588
0.00273555	0.00916	0.010667	0.0108	0.00989	0.00599	0.00079	-0.01153	-0.0179	-0.024	-0.031793	-0.03939	-0.04284
0.002785153	0.00841	0.01041	0.0097	0.00987	0.00907	0.0001	-0.00729	-0.01664	-0.02424	-0.033707	-0.03851	-0.04551
0.002835655	0.01109	0.00874	0.00986	0.00945	0.00702	-0.00133	-0.00771	-0.01805	-0.02333	-0.032391	-0.04	-0.0435
0.002887073	0.01132	0.011301	0.01113	0.01071	0.00843	0.00219	-0.00773	-0.01757	-0.02695	-0.03155	-0.037472	-0.04369
0.002939423	0.01179	0.00842	0.00883	0.00974	0.01145	0.00082	-0.00747	-0.01567	-0.02673	-0.03052	-0.04004	-0.04185
0.002992723	0.01082	0.00895	0.01204	0.00738	0.00794	0.00219	-0.01037	-0.01785	-0.02356	-0.032228	-0.03983	-0.04158
0.003046989	0.01051	0.01263	0.01227	0.00504	0.00744	0.00129	-0.00738	-0.01532	-0.02571	-0.03058	-0.0421	-0.04159
0.003102239	0.01067	0.01053	0.00882	0.00886	0.00808	0.00289	-0.00833	-0.0189	-0.02551	-0.0298	-0.03962	-0.04355
0.003158491	0.00988	0.01196	0.0122	0.00765	0.00701	0.00083	-0.01053	-0.01605	-0.0248	-0.03059	-0.039395	-0.042663
0.003215763	0.00931	0.00912	0.01011	0.01036	0.00891	0.00123	-0.00834	-0.01545	-0.02543	-0.032983	-0.04125	-0.04443
0.003274073	0.01053	0.00809	0.013485	0.00834	0.00641	0.00273	-0.00877	-0.01757	-0.02451	-0.034903	-0.04052	-0.04281
0.003333441	0.01039	0.01094	0.0092	0.00879	0.00814	0.00345	-0.00708	-0.01759	-0.0268	-0.034186	-0.039581	-0.04413
0.003393885	0.01253	0.01024	0.00782	0.01072	0.01004	0.00077	-0.00716	-0.01652	-0.02454	-0.0337	-0.037221	-0.0437
0.003455425	0.01088	0.00953	0.01008	0.01071	0.00777	0.00444	-0.00672	-0.01537	-0.02641	-0.03381	-0.038394	-0.04357
0.003518081	0.00868	0.01227	0.00874	0.01105	0.00724	0.00109	-0.00917	-0.01714	-0.02551	-0.034144	-0.037902	-0.04469
0.003581873	0.01125	0.01118	0.01008	0.01	0.00612	0.00035	-0.00636	-0.01719	-0.02494	-0.03297	-0.03969	-0.04518
0.003646822	0.0098	0.00912	0.00951	0.00864	0.0067	0.00405	-0.00719	-0.0158	-0.0233	-0.03302	-0.038388	-0.041899
0.003712949	0.01185	0.00935	0.00841	0.01031	0.00499	0.00328	-0.00844	-0.01775	-0.02425	-0.03183	-0.039303	-0.042154
0.003780274	0.01203	0.01175	0.01126	0.00937	0.00801	0.00193	-0.01019	-0.01698	-0.02831	-0.03168	-0.039169	-0.042031
0.003848821	0.01151	0.01024	0.01017	0.01019	0.00829	0.00252	-0.0092	-0.01742	-0.02598	-0.03193	-0.040333	-0.04115
0.00391861	0.0123	0.01095	0.01261	0.00845	0.00699	0.00106	-0.00649	-0.01685	-0.02622	-0.03357	-0.038061	-0.04225
0.003989665	0.01347	0.01253	0.01044	0.00958	0.00704	0.00426	-0.00888	-0.01735	-0.02497	-0.03326	-0.040257	-0.0444
0.004062008	0.01069	0.012	0.01159	0.00858	0.00638	0.0033	-0.00769	-0.01573	-0.02546	-0.03299	-0.04161	-0.040691
0.004135663	0.012	0.01123	0.00804	0.01039	0.0062	0.00664	-0.00876	-0.01859	-0.0238	-0.03286	-0.038649	-0.043617
0.004210654	0.00883	0.01254	0.0106	0.00834	0.00954	0.00098	-0.0048	-0.01676	-0.0243	-0.03056	-0.03807	-0.04429
0.004287004	0.01099	0.01005	0.01093	0.00996	0.00817	0.00164	-0.00589	-0.02013	-0.02648	-0.03358	-0.038391	-0.043816
0.004364739	0.01162	0.01167	0.00759	0.01231	0.00777	0.0024	-0.00972	-0.02027	-0.02577	-0.03165	-0.03683	-0.042791
0.004443883	0.01029	0.01165	0.01039	0.00863	0.00794	0.00308	-0.00847	-0.01964	-0.02414	-0.03242	-0.038711	-0.042022
0.004524463	0.01123	0.00828	0.00896	0.00785	0.01007	0.00297	-0.0071	-0.02028	-0.02594	-0.03451	-0.038699	-0.043259
0.004606503	0.01127	0.01215	0.01073	0.00964	0.00853	0.00363	-0.00946	-0.02081	-0.02423	-0.03211	-0.039587	-0.043052
0.004690032	0.01011	0.01223	0.01086	0.01023	0.00803	0.00112	-0.00623	-0.01722	-0.02582	-0.03227	-0.038735	-0.043314
0.004775074	0.01065	0.00893	0.01133	0.00721	0.00734	0.00355	-0.00821	-0.01908	-0.0244	-0.03204	-0.03689	-0.04483
0.004861659	0.01108	0.00928	0.01221	0.00946	0.00483	0.00382	-0.01017	-0.01909	-0.02322	-0.03108	-0.038233	-0.04222
0.004949814	0.01047	0.01411	0.00966	0.00964	0.00731	0.00313	-0.01005	-0.01472	-0.02657	-0.03434	-0.0382	-0.04316
0.005039567	0.01179	0.00976	0.00983	0.0094	0.00909	0.00112	-0.00884	-0.0193	-0.02156	-0.03088	-0.039198	-0.043109
0.005130948	0.01009	0.0094	0.01124	0.00983	0.00922	0.00389	-0.00902	-0.01698	-0.02662	-0.03312	-0.03787	-0.04139
0.005223986	0.01101	0.0096	0.01307	0.01219	0.00695	0.0025	-0.00747	-0.01678	-0.0236	-0.03299	-0.038078	-0.042507
0.00531871	0.01088	0.00901	0.00943	0.00919	0.0075	0.00012	-0.00885	-0.01887	-0.02543	-0.03103	-0.03754	-0.042264
0.005415153	0.00939	0.01207	0.00678	0.00845	0.00684	0.00226	-0.0083	-0.01647	-0.02624	-0.03199	-0.03792	-0.043562
0.005513344	0.01013	0.00934	0.0112	0.01049	0.00785	0.00224	-0.00631	-0.01631	-0.02442	-0.03209	-0.03801	-0.04329
0.005613316	0.01216	0.00989	0.00894	0.00949	0.00755	0.00149	-0.00788	-0.01759	-0.02357	-0.03214	-0.0373	-0.043767
0.0057151	0.01192	0.00951	0.01012	0.01119	0.00723	0.00172	-0.00858	-0.01757	-0.02379	-0.03189	-0.03909	-0.043551
0.00581873	0.01073	0.01048	0.01002	0.00747	0.00898	0.0022	-0.00644	-0.01463	-0.027	-0.03113	-0.03843	-0.042483
0.005924239	0.01063	0.00914	0.01241	0.01098	0.00833	0.00286	-0.00865	-0.01781	-0.02208	-0.03277	-0.03874	-0.04162
0.006031661	0.01095	0.01015	0.01102	0.01166	0.01012	0.000959999999999999	-0.006	-0.01589	-0.0235	-0.031	-0.0392	-0.04235
0.006141031	0.01078	0.0092	0.01196	0.00917	0.00858	0.00411	-0.00682	-0.01696	-0.02389	-0.03246	-0.03818	-0.044104
0.006252384	0.01216	0.01088	0.0086	0.00897	0.01087	0.00224	-0.00876	-0.01747	-0.02404	-0.03299	-0.03729	-0.044664
0.006365757	0.00967	0.0118	0.01191	0.00826	0.00611	0.00232	-0.00992	-0.01634	-0.02505	-0.03319	-0.040319	-0.044087
0.006481185	0.01199	0.00979	0.01074	0.00955	0.0078	-0.00121	-0.00685	-0.0156	-0.02448	-0.03094	-0.03798	-0.044514
0.006598706	0.01212	0.00974	0.009	0.01065	0.00616	0.000889999999999998	-0.00693	-0.01649	-0.02237	-0.03052	-0.0374	-0.04134
0.006718358	0.01203	0.00735	0.01154	0.01122	0.00532	0.00295	-0.0073	-0.01421	-0.02062	-0.03041	-0.03875	-0.04214
0.00684018	0.01008	0.0129	0.01068	0.00997	0.0052	0.00236	-0.00992	-0.01508	-0.0227	-0.03212	-0.03634	-0.044033
0.00696421	0.01207	0.01173	0.01011	0.00708	0.0068	0.000609999999999999	-0.007	-0.01759	-0.02486	-0.03017	-0.03863	-0.04275
0.00709049	0.00988	0.00899	0.01057	0.01011	0.00837	0.00239	-0.00999	-0.01677	-0.02334	-0.03133	-0.03756	-0.04318
0.00721906	0.00925	0.00806	0.00863	0.00789	0.00848	0.000920000000000001	-0.00957	-0.01633	-0.02194	-0.03267	-0.0372	-0.04157
0.00734996	0.01083	0.01132	0.00948	0.00996	0.01063	0.0037	-0.00802	-0.01483	-0.02543	-0.03319	-0.03962	-0.04109
0.007483235	0.01242	0.00842	0.00868	0.00785	0.00885	-0.00034	-0.0051	-0.01728	-0.02372	-0.03167	-0.03912	-0.04062
0.007618926	0.01292	0.00663	0.01278	0.00821	0.00626	0.000439999999999999	-0.00787	-0.01717	-0.02319	-0.03201	-0.03831	-0.0397
0.007757077	0.01048	0.01201	0.00966	0.00819	0.00793	0.00462	-0.01029	-0.0137	-0.02262	-0.03163	-0.03786	-0.04243
0.007897733	0.01065	0.01154	0.00878	0.01028	0.00814	0.0021	-0.00946	-0.01715	-0.01909	-0.03051	-0.03861	-0.04114
0.00804094	0.01	0.0121	0.0092	0.00838	0.00498	0.00248	-0.00623	-0.01604	-0.02252	-0.02997	-0.03586	-0.04007
0.008186744	0.00959	0.01101	0.00893	0.00934	0.00602	0.00151	-0.00395	-0.01711	-0.02134	-0.03091	-0.03818	-0.04212
0.008335191	0.00889	0.01198	0.01126	0.01002	0.00613	0.00238	-0.0076	-0.01518	-0.02209	-0.03247	-0.03789	-0.03912
0.008486331	0.01029	0.01081	0.01015	0.01179	0.00613	0.00017	-0.00838	-0.01576	-0.02605	-0.03193	-0.0395	-0.04072
0.00864021	0.01274	0.01292	0.00871	0.00774	0.00627	0.00223	-0.00825	-0.01459	-0.02562	-0.03339	-0.03492	-0.03984
0.00879688	0.00852	0.01043	0.01156	0.00832	0.00567	-2.00000000000027e-05	-0.00932	-0.0166	-0.02325	-0.03105	-0.03685	-0.03995
0.008956391	0.00803	0.01049	0.00782	0.01053	0.00719	0.00191	-0.01009	-0.01583	-0.02264	-0.03195	-0.03741	-0.04332
0.009118794	0.00991	0.0087	0.01074	0.00844	0.00522	0.00068	-0.00734	-0.01703	-0.02544	-0.03378	-0.0377	-0.04308
0.009284142	0.01152	0.00734	0.01123	0.00857	0.00891	0.00171	-0.00736	-0.01456	-0.02337	-0.03112	-0.03849	-0.04347
0.009452489	0.00933	0.01087	0.01068	0.00984	0.00739	-0.0036	-0.00654	-0.01709	-0.02333	-0.03013	-0.03819	-0.04224
0.009623887	0.009	0.00952	0.00938	0.00901	0.00593	-0.0016	-0.00812	-0.01715	-0.0229	-0.03197	-0.03669	-0.04312
0.009798394	0.01076	0.00975	0.00838	0.00668	0.00518	0.000470000000000002	-0.00967	-0.01705	-0.02217	-0.03063	-0.03738	-0.04311
0.009976065	0.00801	0.00618	0.01043	0.00628	0.00739	0.00158	-0.00913	-0.01624	-0.02431	-0.03129	-0.0381	-0.04273
0.01015696	0.00687	0.00949	0.00994	0.00939	0.00398	-0.000560000000000001	-0.00924	-0.01759	-0.02116	-0.03082	-0.03447	-0.0432
0.01034113	0.00776	0.00741	0.00911	0.01203	0.00576	0.00214	-0.00826	-0.01559	-0.02614	-0.03168	-0.03742	-0.04264
0.01052864	0.01036	0.00885	0.00868	0.0069	0.00612	0.00276	-0.00669	-0.01849	-0.02431	-0.03208	-0.03733	-0.04256
0.01071955	0.01084	0.00811	0.01077	0.00844	0.00585	-0.00129	-0.0075	-0.01332	-0.02379	-0.03222	-0.03533	-0.04226
0.01091393	0.01051	0.00747	0.01001	0.00841	0.00528	0.000839999999999997	-0.00838	-0.01541	-0.02053	-0.03247	-0.03669	-0.04204
0.01111183	0.00963	0.01202	0.01064	0.0087	0.00635	0.00212	-0.00652	-0.01633	-0.02351	-0.03194	-0.03577	-0.04227
0.01131331	0.00757	0.0106	0.00896	0.00834	0.00669	0.00155	-0.00763	-0.01655	-0.02403	-0.0309	-0.03684	-0.04221
0.01151845	0.00962	0.00746	0.00996	0.00804	0.00719	-0.000629999999999999	-0.0085	-0.01746	-0.02421	-0.03056	-0.03521	-0.0408
0.01172732	0.01077	0.0106	0.00981	0.01067	0.00556	0.000229999999999998	-0.00933	-0.01689	-0.02251	-0.02994	-0.03485	-0.0415
0.01193996	0.01232	0.00835	0.00954	0.00612	0.00673	0.00221	-0.00622	-0.01617	-0.02392	-0.02983	-0.03437	-0.04161
0.01215647	0.00909	0.01196	0.00762	0.01154	0.00469	-0.001	-0.00839	-0.01488	-0.02334	-0.03235	-0.03567	-0.04139
0.01237689	0.00893	0.00922	0.00952	0.00762	0.00706	0.00283	-0.00981	-0.01465	-0.02025	-0.03114	-0.03581	-0.04225
0.01260132	0.00904	0.008	0.00987	0.00908	0.00628	0.00195	-0.0067	-0.01435	-0.02195	-0.0314	-0.03529	-0.04217
0.01282982	0.00837	0.00819	0.00987	0.00763	0.00622	0.00033	-0.00591	-0.0155	-0.0225	-0.02962	-0.03592	-0.04235
0.01306246	0.00983	0.01019	0.00831	0.00702	0.00571	0.000120000000000002	-0.00554	-0.01121	-0.02119	-0.03205	-0.03575	-0.04124
0.01329931	0.00768	0.00933	0.00991	0.00958	0.00765	-0.0025	-0.00728	-0.01708	-0.02362	-0.03046	-0.03618	-0.04207
0.01354046	0.008	0.00758	0.00785	0.00913	0.00784	0.000869999999999999	-0.00777	-0.01557	-0.02474	-0.02995	-0.03588	-0.04162
0.01378599	0.00919	0.00865	0.01019	0.0078	0.00739	0.000869999999999999	-0.00793	-0.01516	-0.02199	-0.0312	-0.03572	-0.04215
0.01403597	0.00987	0.00995	0.00971	0.00737	0.00783	0.00133	-0.00854	-0.01424	-0.02152	-0.03125	-0.03363	-0.04207
0.01429047	0.00767	0.00912	0.0103	0.00847	0.00729	-0.00084	-0.00636	-0.01521	-0.02121	-0.03125	-0.03656	-0.04169
0.0145496	0.00918	0.00783	0.00658	0.00652	0.00518	0.00103	-0.00645	-0.01374	-0.02207	-0.0302	-0.03798	-0.04115
0.01481342	0.00834	0.00641	0.0095	0.01004	0.00532	-0.000579999999999997	-0.00657	-0.01367	-0.02012	-0.02923	-0.03465	-0.04244
0.01508203	0.00696	0.0089	0.00797	0.00941	0.00798	0.000809999999999998	-0.00393	-0.01547	-0.02041	-0.03061	-0.03417	-0.04213
0.01535551	0.00926	0.00882	0.01075	0.00847	0.00608	0.00216	-0.00671	-0.01261	-0.01923	-0.03101	-0.03558	-0.04092
0.01563394	0.00882	0.00788	0.01003	0.00846	0.00534	-0.00103	-0.00697	-0.01343	-0.02207	-0.03073	-0.03522	-0.04173
0.01591743	0.00906	0.00875	0.009	0.00665	0.00737	0.000449999999999999	-0.00521	-0.01504	-0.02192	-0.0292	-0.03565	-0.04042
0.01620605	0.00895	0.00681	0.00728	0.00876	0.00545	0.00325	-0.00853	-0.01584	-0.02158	-0.03034	-0.03779	-0.04086
0.01649991	0.00943	0.00674	0.01017	0.0065	0.0036	0.000580000000000001	-0.00717	-0.01725	-0.02105	-0.0302	-0.0355	-0.04009
0.0167991	0.00827	0.00904	0.00754	0.00834	0.00666	-0.000990000000000001	-0.00684	-0.01585	-0.02053	-0.03104	-0.03344	-0.04006
0.01710371	0.00947	0.00958	0.00718	0.00578	0.00701	0.000189999999999999	-0.00724	-0.01528	-0.02224	-0.03176	-0.03548	-0.04167
0.01741385	0.00806	0.00813	0.00653	0.00401	0.00661	0.00258	-0.00648	-0.01592	-0.02449	-0.03074	-0.03328	-0.04097
0.01772961	0.00814	0.00883	0.00904	0.00728	0.00742	0.00115	-0.00737	-0.01733	-0.02087	-0.02893	-0.03517	-0.04018
0.01805109	0.0085	0.00924	0.01031	0.00984	0.00397	0.00018	-0.006	-0.02051	-0.02026	-0.02989	-0.03547	-0.04267
0.01837841	0.00705	0.01088	0.00722	0.00796	0.00276	0.00017	-0.0061	-0.01831	-0.02083	-0.0279	-0.03628	-0.04352
0.01871165	0.00842	0.00885	0.00716	0.00642	0.00294	0.00225	-0.00676	-0.01597	-0.02023	-0.02887	-0.03627	-0.03944
0.01905095	0.0091	0.00916	0.00907	0.00922	0.00505	-0.00118	-0.00588	-0.01402	-0.02607	-0.02974	-0.03403	-0.04102
0.01939639	0.0081	0.00822	0.00733	0.00785	0.00627	0.00319	-0.00694	-0.0144	-0.02238	-0.02999	-0.03488	-0.04175
0.0197481	0.0084	0.00731	0.00893	0.00712	0.004	0.000289999999999999	-0.00699	-0.01413	-0.01988	-0.02897	-0.03543	-0.04098
0.02010618	0.00861	0.00823	0.00937	0.0077	0.00624	0.000999999999999994	-0.00552	-0.01447	-0.01974	-0.0291	-0.03514	-0.04014
0.02047076	0.00695	0.00867	0.00986	0.0046	0.00501	0.000919999999999997	-0.00581	-0.0147	-0.02073	-0.02819	-0.03486	-0.04144
0.02084195	0.00827	0.00842	0.00879	0.00702	0.00498	-0.000629999999999999	-0.00613	-0.01786	-0.02161	-0.02869	-0.03343	-0.0426
0.02121987	0.00796	0.00947	0.0081	0.01089	0.00487	0.00132	-0.00507	-0.01782	-0.02149	-0.03008	-0.03411	-0.03995
0.02160465	0.00779	0.00703	0.00754	0.00865	0.00391	-0.000410000000000001	-0.00502	-0.01697	-0.02035	-0.02887	-0.03476	-0.04073
0.0219964	0.00845	0.00905	0.00908	0.00852	0.00378	0.00207	-0.00627	-0.01198	-0.01993	-0.03088	-0.03484	-0.03977
0.02239525	0.00885	0.00931	0.00904	0.00845	0.00454	0.00254	-0.00558	-0.01345	-0.02109	-0.02676	-0.03461	-0.03978
0.02280133	0.00741	0.00608	0.00883	0.007	0.00283000000000001	0.00108	-0.00588	-0.01518	-0.01932	-0.02847	-0.03408	-0.04093
0.02321478	0.00899	0.00709	0.00717	0.00746	0.00625999999999999	0.00025	-0.00881000000000001	-0.01319	-0.01933	-0.02921	-0.03515	-0.04101
0.02363573	0.00726	0.00651	0.00804	0.00897	0.00692	-0.000109999999999999	-0.00538	-0.0117	-0.02028	-0.02896	-0.03628	-0.04076
0.02406431	0.00828	0.00831	0.00752000000000001	0.00783	0.00109	-8.00000000000037e-05	-0.00592	-0.01375	-0.02252	-0.02808	-0.0338	-0.04048
0.02450066	0.00723	0.01028	0.00634	0.00838	0.00618	0.00331	-0.00643	-0.01447	-0.02311	-0.02644	-0.03385	-0.04011
0.02494492	0.00684000000000001	0.00926	0.00979	0.01112	0.00387000000000001	0.00239	-0.00727	-0.01756	-0.02244	-0.02902	-0.03426	-0.03858
0.02539724	0.00729	0.00935	0.00819	0.00658	0.00455000000000001	0.00266	-0.00631	-0.01567	-0.02137	-0.02684	-0.03523	-0.03949
0.02585776	0.00667	0.01068	0.00868	0.00869	0.00664	0.00109	-0.00815	-0.01327	-0.02089	-0.02552	-0.03217	-0.04088
0.02632663	0.0079	0.00861000000000001	0.00792	0.0067	0.00576	0.00102	-0.00745	-0.01414	-0.01994	-0.02798	-0.03315	-0.03956
0.026804	0.00681	0.0081	0.00804	0.00815	0.00468	0.00287	-0.0063	-0.01375	-0.02095	-0.02655	-0.03072	-0.04069
0.02729003	0.00707	0.00767	0.00956	0.00835	0.00539	0.00198	-0.00682	-0.01416	-0.01982	-0.02657	-0.03378	-0.04237
0.02778487	0.00894	0.0094	0.00856000000000001	0.00863	0.00567	0.001	-0.00652	-0.0129	-0.0194	-0.02786	-0.03381	-0.0396
0.02828868	0.00882	0.00848	0.0058	0.00745000000000001	0.0055	0.00173	-0.00701	-0.01455	-0.02	-0.02713	-0.0346	-0.03968
0.02880163	0.00791	0.00862	0.00767	0.00702	0.00371	7.00000000000006e-05	-0.00564	-0.01391	-0.02026	-0.02583	-0.03225	-0.03913
0.02932388	0.00701	0.00953	0.00795	0.00799	0.00496	0.0028	-0.00602	-0.0178	-0.02114	-0.02735	-0.03498	-0.03908
0.0298556	0.00889	0.00771	0.00881000000000001	0.00878	0.00627	-0.000199999999999999	-0.0094	-0.01765	-0.01993	-0.02647	-0.03285	-0.03901
