inj	out_1kev_400	fit_1kev_400	out_2kev_400	fit_2kev_400	out_3kev_400	fit_3kev_400	out_1kev_50	fit_1kev_50	out_2kev_50	fit_2kev_50	out_3kev_50	fit_3kev_50
0.0648	0.23995	0.800161894736842	0.20066	0.490727298245614	0.17674	0.340593203007519	0.11226	0.117255110258869	0.06662	0.0686106796921562	0.04747	0.0477192432110916
0.0652	0.24176	0.805030736842105	0.19993	0.493720684210526	0.17909	0.342663511278195	0.11116	0.11795091151897	0.06778	0.0690225453751244	0.04733	0.0480030479235851
0.0656	0.2428	0.809899578947369	0.20231	0.496714070175439	0.17854	0.344733819548872	0.11541	0.118646712779071	0.06807	0.0694344110580927	0.05074	0.0482868526360786
0.066	0.24179	0.814768421052632	0.20146	0.499707456140351	0.17881	0.346804127819549	0.11427	0.119342514039173	0.06754	0.069846276741061	0.04629	0.0485706573485721
0.0664	0.24174	0.819637263157895	0.20185	0.502700842105263	0.17916	0.348874436090226	0.11255	0.120038315299274	0.07019	0.0702581424240293	0.04977	0.0488544620610655
0.0668	0.24306	0.824506105263158	0.20324	0.505694228070175	0.17951	0.350944744360902	0.11481	0.120734116559375	0.0669	0.0706700081069975	0.04741	0.049138266773559
0.0672	0.24008	0.829374947368421	0.20385	0.508687614035088	0.17951	0.353015052631579	0.11502	0.121429917819477	0.06925	0.0710818737899658	0.04893	0.0494220714860525
0.0676	0.24414	0.834243789473684	0.20306	0.511681	0.18076	0.355085360902256	0.11675	0.122125719079578	0.07337	0.0714937394729341	0.04793	0.049705876198546
0.068	0.24235	0.839112631578948	0.20168	0.514674385964912	0.17865	0.357155669172932	0.11411	0.122821520339679	0.07195	0.0719056051559024	0.05001	0.0499896809110395
0.0684	0.24328	0.843981473684211	0.20446	0.517667771929825	0.17965	0.359225977443609	0.11734	0.123517321599781	0.0722	0.0723174708388706	0.04936	0.0502734856235329
0.0688	0.24494	0.848850315789474	0.20024	0.520661157894737	0.18013	0.361296285714286	0.11713	0.124213122859882	0.07321	0.0727293365218389	0.05226	0.0505572903360264
0.0692	0.24439	0.853719157894737	0.20242	0.523654543859649	0.18151	0.363366593984962	0.11799	0.124908924119984	0.07256	0.0731412022048072	0.0495	0.0508410950485199
0.0696	0.24543	0.858588	0.20394	0.526647929824561	0.18333	0.365436902255639	0.12199	0.125604725380085	0.06865	0.0735530678877754	0.05104	0.0511248997610134
0.07	0.24726	0.863456842105263	0.20251	0.529641315789474	0.18134	0.367507210526316	0.11989	0.126300526640186	0.0714	0.0739649335707437	0.05127	0.0514087044735069
0.0704	0.24543	0.868325684210526	0.20506	0.532634701754386	0.17944	0.369577518796992	0.12034	0.126996327900288	0.0716	0.074376799253712	0.05023	0.0516925091860003
0.0708	0.24559	0.87319452631579	0.20502	0.535628087719298	0.18253	0.371647827067669	0.11739	0.127692129160389	0.07191	0.0747886649366803	0.04972	0.0519763138984938
0.0712	0.24515	0.878063368421053	0.20313	0.53862147368421	0.18042	0.373718135338346	0.12146	0.12838793042049	0.07401	0.0752005306196485	0.0518	0.0522601186109873
0.0716	0.24557	0.882932210526316	0.20886	0.541614859649123	0.17957	0.375788443609023	0.12278	0.129083731680592	0.07429	0.0756123963026168	0.05148	0.0525439233234808
0.072	0.24555	0.887801052631579	0.20718	0.544608245614035	0.18255	0.377858751879699	0.12324	0.129779532940693	0.07472	0.0760242619855851	0.05253	0.0528277280359742
0.0724	0.24909	0.892669894736842	0.20614	0.547601631578947	0.18232	0.379929060150376	0.12184	0.130475334200794	0.07241	0.0764361276685534	0.05056	0.0531115327484677
0.0728	0.24819	0.897538736842105	0.20575	0.55059501754386	0.18243	0.381999368421053	0.12142	0.131171135460896	0.07449	0.0768479933515216	0.05259	0.0533953374609612
0.0732	0.24501	0.902407578947369	0.20886	0.553588403508772	0.18446	0.384069676691729	0.12441	0.131866936720997	0.07475	0.0772598590344899	0.05306	0.0536791421734547
0.0736	0.24765	0.907276421052632	0.20742	0.556581789473684	0.18337	0.386139984962406	0.12136	0.132562737981098	0.07635	0.0776717247174582	0.0525	0.0539629468859481
0.074	0.24824	0.912145263157895	0.20949	0.559575175438596	0.18711	0.388210293233083	0.12317	0.1332585392412	0.07659	0.0780835904004264	0.05405	0.0542467515984416
0.0744	0.24715	0.917014105263158	0.20493	0.562568561403509	0.18428	0.390280601503759	0.12488	0.133954340501301	0.07795	0.0784954560833947	0.05331	0.0545305563109351
0.0748	0.2481	0.921882947368421	0.20706	0.565561947368421	0.18512	0.392350909774436	0.12653	0.134650141761403	0.07484	0.078907321766363	0.05325	0.0548143610234286
0.0752	0.24928	0.926751789473684	0.20926	0.568555333333333	0.18527	0.394421218045113	0.12672	0.135345943021504	0.07773	0.0793191874493313	0.05496	0.0550981657359221
0.0756	0.24781	0.931620631578947	0.20619	0.571548719298246	0.18747	0.396491526315789	0.12773	0.136041744281605	0.07526	0.0797310531322995	0.05273	0.0553819704484155
0.076	0.24657	0.936489473684211	0.20909	0.574542105263158	0.18421	0.398561834586466	0.128	0.136737545541707	0.07722	0.0801429188152678	0.05598	0.055665775160909
0.0764	0.25042	0.941358315789474	0.20665	0.57753549122807	0.18604	0.400632142857143	0.12905	0.137433346801808	0.07723	0.0805547844982361	0.05563	0.0559495798734025
0.0768	0.25039	0.946227157894737	0.20766	0.580528877192982	0.18392	0.402702451127819	0.12824	0.138129148061909	0.07991	0.0809666501812043	0.05463	0.056233384585896
0.0772	0.25209	0.951096	0.20936	0.583522263157895	0.18764	0.404772759398496	0.12875	0.138824949322011	0.07684	0.0813785158641726	0.05714	0.0565171892983894
0.0776	0.25188	0.955964842105263	0.21022	0.586515649122807	0.18623	0.406843067669173	0.12826	0.139520750582112	0.07969	0.0817903815471409	0.05571	0.0568009940108829
0.078	0.25159	0.960833684210526	0.20655	0.589509035087719	0.18542	0.40891337593985	0.12977	0.140216551842213	0.07892	0.0822022472301091	0.05569	0.0570847987233764
0.0784	0.25153	0.965702526315789	0.20898	0.592502421052632	0.18929	0.410983684210526	0.13043	0.140912353102315	0.08103	0.0826141129130774	0.05603	0.0573686034358699
0.0788	0.25399	0.970571368421053	0.2105	0.595495807017544	0.18859	0.413053992481203	0.13061	0.141608154362416	0.08027	0.0830259785960457	0.05628	0.0576524081483634
0.0792	0.24959	0.975440210526316	0.21093	0.598489192982456	0.18841	0.41512430075188	0.13119	0.142303955622517	0.0784	0.083437844279014	0.0576	0.0579362128608568
0.0796	0.25342	0.980309052631579	0.20862	0.601482578947368	0.1894	0.417194609022556	0.13299	0.142999756882619	0.08023	0.0838497099619823	0.0577	0.0582200175733503
0.08	0.25194	0.985177894736842	0.21076	0.604475964912281	0.18948	0.419264917293233	0.13074	0.14369555814272	0.08144	0.0842615756449505	0.05731	0.0585038222858438
0.0804	0.25329	0.990046736842105	0.21236	0.607469350877193	0.18779	0.42133522556391	0.13011	0.144391359402822	0.08265	0.0846734413279188	0.05841	0.0587876269983373
0.0808	0.25408	0.994915578947368	0.21207	0.610462736842105	0.19061	0.423405533834586	0.13326	0.145087160662923	0.08153	0.0850853070108871	0.05766	0.0590714317108307
0.0812	0.25397	0.999784421052632	0.21201	0.613456122807017	0.1908	0.425475842105263	0.13313	0.145782961923024	0.08197	0.0854971726938553	0.05949	0.0593552364233242
0.0816	0.25658	1.00465326315789	0.21292	0.61644950877193	0.18886	0.42754615037594	0.13369	0.146478763183126	0.08329	0.0859090383768236	0.0558	0.0596390411358177
0.082	0.25156	1.00952210526316	0.20946	0.619442894736842	0.18893	0.429616458646617	0.13418	0.147174564443227	0.08209	0.0863209040597919	0.05893	0.0599228458483112
0.0824	0.254	1.01439094736842	0.21321	0.622436280701754	0.18861	0.431686766917293	0.13351	0.147870365703328	0.08262	0.0867327697427601	0.05848	0.0602066505608046
0.0828	0.25425	1.01925978947368	0.21269	0.625429666666667	0.19072	0.43375707518797	0.13421	0.14856616696343	0.08398	0.0871446354257284	0.06022	0.0604904552732981
0.0832	0.2546	1.02412863157895	0.21229	0.628423052631579	0.18903	0.435827383458647	0.13617	0.149261968223531	0.08355	0.0875565011086967	0.06014	0.0607742599857916
0.0836	0.2569	1.02899747368421	0.21448	0.631416438596491	0.19009	0.437897691729323	0.13519	0.149957769483632	0.0845	0.087968366791665	0.05957	0.0610580646982851
0.084	0.25452	1.03386631578947	0.21375	0.634409824561404	0.19294	0.439968	0.13755	0.150653570743734	0.08292	0.0883802324746332	0.0608	0.0613418694107786
