inj	out_1kev_400	fit_1kev_400	out_2kev_400	fit_2kev_400	out_3kev_400	fit_3kev_400	out_1kev_50	fit_1kev_50	out_2kev_50	fit_2kev_50	out_3kev_50	fit_3kev_50
0.0056	0.07962	0.0795732631578947	0.04642	0.0477061754385965	0.03408	0.0341875789473684	0.01013	0.014276523763868	0.00738	0.00765455861285199	0.00545	0.00571614576205696
0.006	0.08399	0.0844421052631579	0.05017	0.0506995614035088	0.03612	0.0362578872180451	0.01275	0.0149723250239693	0.00765	0.00806642429582026	0.00378	0.00599995047455043
0.0064	0.09017	0.0893109473684211	0.05133	0.053692947368421	0.03869	0.0383281954887218	0.01463	0.0156681262840707	0.00574	0.00847828997878853	0.0069	0.00628375518704391
0.0068	0.09352	0.0941797894736842	0.058	0.0566863333333333	0.03961	0.0403985037593985	0.01644	0.016363927544172	0.01015	0.0088901556617568	0.0054	0.00656755989953739
0.0072	0.09826	0.0990486315789474	0.05926	0.0596797192982456	0.043	0.0424688120300752	0.01691	0.0170597288042734	0.00745	0.00930202134472508	0.00784	0.00685136461203087
0.0076	0.1012	0.103917473684211	0.06263	0.0626731052631579	0.04462	0.0445391203007519	0.01846	0.0177555300643747	0.00817	0.00971388702769335	0.00218	0.00713516932452434
0.008	0.10645	0.108786315789474	0.06392	0.0656664912280702	0.048	0.0466094285714286	0.01965	0.0184513313244761	0.01011	0.0101257527106616	0.00791	0.00741897403701782
0.0084	0.10768	0.113655157894737	0.06748	0.0686598771929824	0.04955	0.0486797368421053	0.01842	0.0191471325845774	0.01027	0.0105376183936299	0.00741	0.0077027787495113
0.0088	0.11362	0.118524	0.06793	0.0716532631578947	0.05039	0.050750045112782	0.01863	0.0198429338446788	0.01246	0.0109494840765982	0.00807	0.00798658346200477
0.0092	0.11728	0.123392842105263	0.07334	0.074646649122807	0.05297	0.0528203533834586	0.01967	0.0205387351047802	0.01254	0.0113613497595664	0.0077	0.00827038817449825
0.0096	0.1216	0.128261684210526	0.07602	0.0776400350877193	0.05264	0.0548906616541353	0.02253	0.0212345363648815	0.0096	0.0117732154425347	0.00831	0.00855419288699173
0.01	0.12607	0.133130526315789	0.07746	0.0806334210526316	0.05622	0.056960969924812	0.02159	0.0219303376249829	0.0117	0.012185081125503	0.00981	0.00883799759948521
0.0104	0.1297	0.137999368421053	0.08033	0.0836268070175438	0.05841	0.0590312781954887	0.02186	0.0226261388850842	0.01053	0.0125969468084712	0.00974	0.00912180231197869
0.0108	0.13368	0.142868210526316	0.08297	0.0866201929824561	0.05995	0.0611015864661654	0.0206	0.0233219401451856	0.01187	0.0130088124914395	0.00836	0.00940560702447216
0.0112	0.1325	0.147737052631579	0.0824	0.0896135789473684	0.0624	0.0631718947368421	0.02338	0.0240177414052869	0.01518	0.0134206781744078	0.00802	0.00968941173696564
0.0116	0.13881	0.152605894736842	0.08857	0.0926069649122807	0.0646	0.0652422030075188	0.02385	0.0247135426653883	0.0116	0.0138325438573761	0.0094	0.00997321644945912
0.012	0.14023	0.157474736842105	0.09044	0.095600350877193	0.06403	0.0673125112781955	0.02823	0.0254093439254897	0.01356	0.0142444095403443	0.00935	0.0102570211619526
0.0124	0.14507	0.162343578947368	0.08853	0.0985937368421052	0.06703	0.0693828195488722	0.02556	0.026105145185591	0.01613	0.0146562752233126	0.01034	0.0105408258744461
0.0128	0.14796	0.167212421052632	0.09626	0.101587122807018	0.07166	0.0714531278195489	0.02635	0.0268009464456924	0.0137	0.0150681409062809	0.01136	0.0108246305869396
0.0132	0.14653	0.172081263157895	0.09779	0.10458050877193	0.07131	0.0735234360902256	0.0267	0.0274967477057937	0.01514	0.0154800065892492	0.01145	0.011108435299433
0.0136	0.15269	0.176950105263158	0.09971	0.107573894736842	0.07479	0.0755937443609023	0.02625	0.0281925489658951	0.01879	0.0158918722722174	0.0092	0.0113922400119265
0.014	0.15372	0.181818947368421	0.09924	0.110567280701754	0.07659	0.077664052631579	0.0288	0.0288883502259964	0.01613	0.0163037379551857	0.01127	0.01167604472442
0.0144	0.15408	0.186687789473684	0.10174	0.113560666666667	0.07499	0.0797343609022556	0.02929	0.0295841514860978	0.01714	0.016715603638154	0.01026	0.0119598494369135
0.0148	0.15854	0.191556631578947	0.10546	0.116554052631579	0.08075	0.0818046691729323	0.02941	0.0302799527461991	0.01686	0.0171274693211222	0.01181	0.0122436541494069
0.0152	0.15786	0.196425473684211	0.10756	0.119547438596491	0.08099	0.083874977443609	0.03046	0.0309757540063005	0.0174	0.0175393350040905	0.01201	0.0125274588619004
0.0156	0.16233	0.201294315789474	0.10829	0.122540824561403	0.08374	0.0859452857142857	0.03042	0.0316715552664019	0.01792	0.0179512006870588	0.01363	0.0128112635743939
0.016	0.16702	0.206163157894737	0.11116	0.125534210526316	0.08514	0.0880155939849624	0.03401	0.0323673565265032	0.01862	0.0183630663700271	0.01296	0.0130950682868874
0.0164	0.16596	0.211032	0.11515	0.128527596491228	0.08685	0.0900859022556391	0.03407	0.0330631577866046	0.01946	0.0187749320529953	0.01245	0.0133788729993809
0.0168	0.1692	0.215900842105263	0.11416	0.13152098245614	0.08896	0.0921562105263158	0.03279	0.0337589590467059	0.02004	0.0191867977359636	0.014	0.0136626777118743
0.0172	0.16808	0.220769684210526	0.11768	0.134514368421053	0.09008	0.0942265187969925	0.03753	0.0344547603068073	0.01937	0.0195986634189319	0.01618	0.0139464824243678
0.0176	0.17115	0.22563852631579	0.12006	0.137507754385965	0.0909	0.0962968270676692	0.03629	0.0351505615669086	0.0208	0.0200105291019001	0.01477	0.0142302871368613
0.018	0.16893	0.230507368421053	0.12313	0.140501140350877	0.09252	0.0983671353383459	0.03671	0.03584636282701	0.01987	0.0204223947848684	0.01515	0.0145140918493548
0.0184	0.17089	0.235376210526316	0.12366	0.143494526315789	0.09485	0.100437443609023	0.03667	0.0365421640871113	0.0201	0.0208342604678367	0.01724	0.0147978965618482
0.0188	0.17236	0.240245052631579	0.12301	0.146487912280702	0.09667	0.102507751879699	0.03938	0.0372379653472127	0.02114	0.021246126150805	0.01551	0.0150817012743417
0.0192	0.17722	0.245113894736842	0.12338	0.149481298245614	0.09876	0.104578060150376	0.03646	0.0379337666073141	0.02266	0.0216579918337732	0.01435	0.0153655059868352
0.0196	0.17524	0.249982736842105	0.12835	0.152474684210526	0.10019	0.106648368421053	0.04025	0.0386295678674154	0.02153	0.0220698575167415	0.01572	0.0156493106993287
0.02	0.17888	0.254851578947368	0.1283	0.155468070175439	0.09906	0.108718676691729	0.03919	0.0393253691275168	0.02317	0.0224817231997098	0.01463	0.0159331154118222
0.0204	0.17915	0.259720421052632	0.1299	0.158461456140351	0.10415	0.110788984962406	0.04147	0.0400211703876181	0.02174	0.022893588882678	0.01676	0.0162169201243156
0.0208	0.18026	0.264589263157895	0.13279	0.161454842105263	0.10552	0.112859293233083	0.0404	0.0407169716477195	0.02444	0.0233054545656463	0.01709	0.0165007248368091
0.0212	0.18114	0.269458105263158	0.13403	0.164448228070175	0.10658	0.114929601503759	0.04257	0.0414127729078208	0.02201	0.0237173202486146	0.01691	0.0167845295493026
0.0216	0.18135	0.274326947368421	0.13599	0.167441614035088	0.1075	0.116999909774436	0.04212	0.0421085741679222	0.02227	0.0241291859315829	0.01962	0.0170683342617961
0.022	0.18061	0.279195789473684	0.13439	0.170435	0.10999	0.119070218045113	0.04274	0.0428043754280235	0.02679	0.0245410516145511	0.01665	0.0173521389742895
0.0224	0.18532	0.284064631578947	0.13631	0.173428385964912	0.1101	0.121140526315789	0.04603	0.0435001766881249	0.02724	0.0249529172975194	0.01832	0.017635943686783
0.0228	0.18626	0.288933473684211	0.139	0.176421771929825	0.11162	0.123210834586466	0.0454	0.0441959779482263	0.0251	0.0253647829804877	0.01737	0.0179197483992765
0.0232	0.18593	0.293802315789474	0.14062	0.179415157894737	0.11428	0.125281142857143	0.04586	0.0448917792083276	0.02523	0.0257766486634559	0.01702	0.01820355311177
0.0236	0.18834	0.298671157894737	0.14189	0.182408543859649	0.11466	0.12735145112782	0.04701	0.045587580468429	0.02389	0.0261885143464242	0.02078	0.0184873578242634
0.024	0.18814	0.30354	0.14283	0.185401929824561	0.11482	0.129421759398496	0.04692	0.0462833817285303	0.02896	0.0266003800293925	0.01974	0.0187711625367569
0.0244	0.19002	0.308408842105263	0.14251	0.188395315789474	0.11641	0.131492067669173	0.04762	0.0469791829886317	0.02824	0.0270122457123608	0.02089	0.0190549672492504
0.0248	0.18923	0.313277684210526	0.14399	0.191388701754386	0.11917	0.13356237593985	0.04869	0.047674984248733	0.02616	0.027424111395329	0.01804	0.0193387719617439
0.0252	0.19217	0.318146526315789	0.14472	0.194382087719298	0.11924	0.135632684210526	0.04797	0.0483707855088344	0.02709	0.0278359770782973	0.0204	0.0196225766742374
0.0256	0.19143	0.323015368421053	0.14757	0.197375473684211	0.12009	0.137702992481203	0.04821	0.0490665867689358	0.03011	0.0282478427612656	0.02095	0.0199063813867308
0.026	0.19392	0.327884210526316	0.14829	0.200368859649123	0.12163	0.13977330075188	0.05209	0.0497623880290371	0.03033	0.0286597084442338	0.02027	0.0201901860992243
0.0264	0.19264	0.332753052631579	0.15004	0.203362245614035	0.12263	0.141843609022556	0.05161	0.0504581892891385	0.03089	0.0290715741272021	0.02178	0.0204739908117178
0.0268	0.19392	0.337621894736842	0.15073	0.206355631578947	0.12303	0.143913917293233	0.05211	0.0511539905492398	0.03086	0.0294834398101704	0.01952	0.0207577955242113
0.0272	0.19537	0.342490736842105	0.15075	0.20934901754386	0.12388	0.14598422556391	0.05267	0.0518497918093412	0.03486	0.0298953054931387	0.02096	0.0210416002367047
0.0276	0.19437	0.347359578947368	0.15108	0.212342403508772	0.12532	0.148054533834586	0.05348	0.0525455930694425	0.03243	0.0303071711761069	0.0229	0.0213254049491982
0.028	0.19755	0.352228421052632	0.15449	0.215335789473684	0.12793	0.150124842105263	0.05417	0.0532413943295439	0.03154	0.0307190368590752	0.02053	0.0216092096616917
0.0284	0.19887	0.357097263157895	0.1545	0.218329175438596	0.12731	0.15219515037594	0.05673	0.0539371955896452	0.03405	0.0311309025420435	0.02206	0.0218930143741852
0.0288	0.19734	0.361966105263158	0.15671	0.221322561403509	0.12772	0.154265458646617	0.05832	0.0546329968497466	0.03282	0.0315427682250117	0.02219	0.0221768190866787
0.0292	0.20101	0.366834947368421	0.15839	0.224315947368421	0.12978	0.156335766917293	0.0544	0.0553287981098479	0.03516	0.03195463390798	0.02198	0.0224606237991721
0.0296	0.20002	0.371703789473684	0.15701	0.227309333333333	0.12918	0.15840607518797	0.05711	0.0560245993699493	0.032	0.0323664995909483	0.02318	0.0227444285116656
0.03	0.20129	0.376572631578947	0.15779	0.230302719298246	0.13201	0.160476383458647	0.05825	0.0567204006300507	0.03396	0.0327783652739166	0.0224	0.0230282332241591
0.0304	0.19777	0.381441473684211	0.15896	0.233296105263158	0.13036	0.162546691729323	0.06006	0.057416201890152	0.03375	0.0331902309568848	0.02285	0.0233120379366526
0.0308	0.20177	0.386310315789474	0.15793	0.23628949122807	0.1345	0.164617	0.05926	0.0581120031502534	0.03267	0.0336020966398531	0.02433	0.023595842649146
0.0312	0.20239	0.391179157894737	0.1604	0.239282877192982	0.13336	0.166687308270677	0.0595	0.0588078044103547	0.03493	0.0340139623228214	0.02281	0.0238796473616395
0.0316	0.205	0.396048	0.16029	0.242276263157895	0.13686	0.168757616541353	0.06102	0.0595036056704561	0.03502	0.0344258280057897	0.02503	0.024163452074133
0.032	0.20394	0.400916842105263	0.16482	0.245269649122807	0.13612	0.17082792481203	0.06173	0.0601994069305575	0.03568	0.0348376936887579	0.02497	0.0244472567866265
0.0324	0.20554	0.405785684210526	0.16407	0.248263035087719	0.13705	0.172898233082707	0.06679	0.0608952081906588	0.03562	0.0352495593717262	0.02368	0.02473106149912
0.0328	0.20535	0.41065452631579	0.16537	0.251256421052632	0.13791	0.174968541353383	0.06125	0.0615910094507602	0.03696	0.0356614250546945	0.02764	0.0250148662116134
0.0332	0.2069	0.415523368421053	0.16534	0.254249807017544	0.13838	0.17703884962406	0.06147	0.0622868107108615	0.03507	0.0360732907376627	0.02656	0.0252986709241069
0.0336	0.20791	0.420392210526316	0.16552	0.257243192982456	0.13999	0.179109157894737	0.0634	0.0629826119709629	0.03767	0.036485156420631	0.02711	0.0255824756366004
0.034	0.20839	0.425261052631579	0.16405	0.260236578947368	0.14057	0.181179466165414	0.06564	0.0636784132310642	0.03564	0.0368970221035993	0.02786	0.0258662803490939
0.0344	0.20895	0.430129894736842	0.16839	0.263229964912281	0.13977	0.18324977443609	0.06648	0.0643742144911656	0.0387	0.0373088877865675	0.02514	0.0261500850615873
0.0348	0.20837	0.434998736842105	0.16778	0.266223350877193	0.14139	0.185320082706767	0.06511	0.0650700157512669	0.03883	0.0377207534695358	0.02725	0.0264338897740808
0.0352	0.20959	0.439867578947368	0.16841	0.269216736842105	0.14393	0.187390390977444	0.06642	0.0657658170113683	0.03745	0.0381326191525041	0.02592	0.0267176944865743
0.0356	0.21119	0.444736421052632	0.16682	0.272210122807017	0.14477	0.18946069924812	0.06804	0.0664616182714697	0.03804	0.0385444848354724	0.02864	0.0270014991990678
0.036	0.21229	0.449605263157895	0.17033	0.27520350877193	0.14307	0.191531007518797	0.06903	0.067157419531571	0.04	0.0389563505184406	0.02723	0.0272853039115613
0.0364	0.21219	0.454474105263158	0.1682	0.278196894736842	0.14463	0.193601315789474	0.07066	0.0678532207916724	0.03985	0.0393682162014089	0.02938	0.0275691086240547
0.0368	0.21079	0.459342947368421	0.16808	0.281190280701754	0.14386	0.19567162406015	0.0713	0.0685490220517737	0.04205	0.0397800818843772	0.02797	0.0278529133365482
0.0372	0.21324	0.464211789473684	0.17152	0.284183666666667	0.14608	0.197741932330827	0.07283	0.0692448233118751	0.0384	0.0401919475673454	0.02984	0.0281367180490417
0.0376	0.21128	0.469080631578947	0.17158	0.287177052631579	0.1453	0.199812240601504	0.07067	0.0699406245719764	0.03944	0.0406038132503137	0.029	0.0284205227615352
0.038	0.21827	0.473949473684211	0.17541	0.290170438596491	0.1461	0.20188254887218	0.0724	0.0706364258320778	0.04094	0.041015678933282	0.03059	0.0287043274740286
0.0384	0.21558	0.478818315789474	0.17238	0.293163824561403	0.14723	0.203952857142857	0.07185	0.0713322270921791	0.04307	0.0414275446162503	0.02723	0.0289881321865221
0.0388	0.21662	0.483687157894737	0.17488	0.296157210526316	0.14932	0.206023165413534	0.07396	0.0720280283522805	0.04222	0.0418394102992185	0.03	0.0292719368990156
0.0392	0.21427	0.488556	0.17678	0.299150596491228	0.14998	0.208093473684211	0.07456	0.0727238296123818	0.04096	0.0422512759821868	0.02962	0.0295557416115091
0.0396	0.21768	0.493424842105263	0.17676	0.30214398245614	0.14771	0.210163781954887	0.0736	0.0734196308724832	0.0427	0.0426631416651551	0.0295	0.0298395463240026
0.04	0.21651	0.498293684210526	0.17525	0.305137368421053	0.14906	0.212234090225564	0.07445	0.0741154321325846	0.04367	0.0430750073481234	0.03083	0.030123351036496
0.0404	0.21601	0.503162526315789	0.17476	0.308130754385965	0.15116	0.214304398496241	0.0753	0.0748112333926859	0.04296	0.0434868730310916	0.03002	0.0304071557489895
0.0408	0.21584	0.508031368421053	0.1748	0.311124140350877	0.14973	0.216374706766917	0.07721	0.0755070346527873	0.04538	0.0438987387140599	0.03079	0.030690960461483
0.0412	0.21817	0.512900210526316	0.17755	0.314117526315789	0.14974	0.218445015037594	0.07666	0.0762028359128886	0.04521	0.0443106043970282	0.02997	0.0309747651739765
0.0416	0.21665	0.517769052631579	0.17638	0.317110912280702	0.15458	0.220515323308271	0.07936	0.07689863717299	0.04515	0.0447224700799964	0.03141	0.0312585698864699
0.042	0.21818	0.522637894736842	0.17638	0.320104298245614	0.15356	0.222585631578947	0.07812	0.0775944384330913	0.04559	0.0451343357629647	0.03101	0.0315423745989634
0.0424	0.21789	0.527506736842105	0.18102	0.323097684210526	0.1549	0.224655939849624	0.0776	0.0782902396931927	0.04379	0.045546201445933	0.03304	0.0318261793114569
0.0428	0.22343	0.532375578947368	0.18142	0.326091070175438	0.15204	0.226726248120301	0.07893	0.0789860409532941	0.04626	0.0459580671289013	0.03323	0.0321099840239504
0.0432	0.22071	0.537244421052632	0.18158	0.329084456140351	0.15377	0.228796556390977	0.07924	0.0796818422133954	0.04594	0.0463699328118695	0.0327	0.0323937887364438
0.0436	0.21966	0.542113263157895	0.18042	0.332077842105263	0.15741	0.230866864661654	0.08049	0.0803776434734968	0.04804	0.0467817984948378	0.03217	0.0326775934489373
0.044	0.21899	0.546982105263158	0.1813	0.335071228070175	0.15453	0.232937172932331	0.08111	0.0810734447335981	0.04813	0.0471936641778061	0.0323	0.0329613981614308
0.0444	0.22361	0.551850947368421	0.18187	0.338064614035088	0.15507	0.235007481203008	0.08059	0.0817692459936995	0.0462	0.0476055298607743	0.03397	0.0332452028739243
0.0448	0.22478	0.556719789473684	0.17915	0.341058	0.15809	0.237077789473684	0.08351	0.0824650472538008	0.04686	0.0480173955437426	0.03304	0.0335290075864178
0.0452	0.22231	0.561588631578947	0.18342	0.344051385964912	0.15862	0.239148097744361	0.08432	0.0831608485139022	0.04826	0.0484292612267109	0.03283	0.0338128122989112
0.0456	0.22546	0.566457473684211	0.18235	0.347044771929825	0.15771	0.241218406015038	0.0841	0.0838566497740035	0.04917	0.0488411269096792	0.03421	0.0340966170114047
0.046	0.22555	0.571326315789474	0.18378	0.350038157894737	0.15795	0.243288714285714	0.08426	0.0845524510341049	0.04814	0.0492529925926474	0.03442	0.0343804217238982
0.0464	0.22595	0.576195157894737	0.18423	0.353031543859649	0.15928	0.245359022556391	0.08542	0.0852482522942063	0.04948	0.0496648582756157	0.03446	0.0346642264363917
0.0468	0.22417	0.581064	0.18235	0.356024929824561	0.15971	0.247429330827068	0.08374	0.0859440535543076	0.05075	0.050076723958584	0.0361	0.0349480311488851
0.0472	0.2244	0.585932842105263	0.18418	0.359018315789474	0.15796	0.249499639097744	0.08622	0.086639854814409	0.0514	0.0504885896415522	0.03489	0.0352318358613786
0.0476	0.22517	0.590801684210526	0.18373	0.362011701754386	0.15973	0.251569947368421	0.08738	0.0873356560745103	0.0512	0.0509004553245205	0.03437	0.0355156405738721
0.048	0.22651	0.59567052631579	0.1845	0.365005087719298	0.16178	0.253640255639098	0.088	0.0880314573346117	0.05212	0.0513123210074888	0.0357	0.0357994452863656
0.0484	0.22861	0.600539368421053	0.18621	0.36799847368421	0.16122	0.255710563909774	0.08867	0.088727258594713	0.0516	0.0517241866904571	0.03902	0.0360832499988591
0.0488	0.22918	0.605408210526316	0.18379	0.370991859649123	0.16202	0.257780872180451	0.09045	0.0894230598548144	0.05347	0.0521360523734253	0.03714	0.0363670547113525
0.0492	0.22795	0.610277052631579	0.18632	0.373985245614035	0.16164	0.259851180451128	0.09113	0.0901188611149158	0.053	0.0525479180563936	0.0384	0.036650859423846
0.0496	0.22552	0.615145894736842	0.1859	0.376978631578947	0.16305	0.261921488721804	0.08938	0.0908146623750171	0.05574	0.0529597837393619	0.03761	0.0369346641363395
0.05	0.22763	0.620014736842105	0.18955	0.37997201754386	0.16264	0.263991796992481	0.0896	0.0915104636351185	0.05213	0.0533716494223301	0.03613	0.037218468848833
0.0504	0.22954	0.624883578947368	0.1855	0.382965403508772	0.16493	0.266062105263158	0.0891	0.0922062648952198	0.05376	0.0537835151052984	0.0384	0.0375022735613264
0.0508	0.22919	0.629752421052632	0.18607	0.385958789473684	0.1638	0.268132413533835	0.09336	0.0929020661553212	0.05448	0.0541953807882667	0.0369	0.0377860782738199
0.0512	0.23004	0.634621263157895	0.18685	0.388952175438597	0.16236	0.270202721804511	0.09284	0.0935978674154225	0.05354	0.054607246471235	0.03755	0.0380698829863134
0.0516	0.2264	0.639490105263158	0.18891	0.391945561403509	0.16378	0.272273030075188	0.09259	0.0942936686755239	0.05175	0.0550191121542032	0.03889	0.0383536876988069
0.052	0.22968	0.644358947368421	0.18888	0.394938947368421	0.16463	0.274343338345865	0.09239	0.0949894699356252	0.05387	0.0554309778371715	0.03988	0.0386374924113004
0.0524	0.22814	0.649227789473684	0.18865	0.397932333333333	0.1655	0.276413646616541	0.09403	0.0956852711957266	0.05588	0.0558428435201398	0.03878	0.0389212971237938
0.0528	0.22964	0.654096631578947	0.18871	0.400925719298246	0.16725	0.278483954887218	0.09334	0.096381072455828	0.05778	0.056254709203108	0.03881	0.0392051018362873
0.0532	0.23275	0.65896547368421	0.189	0.403919105263158	0.16976	0.280554263157895	0.09687	0.0970768737159293	0.0553	0.0566665748860763	0.04068	0.0394889065487808
0.0536	0.23102	0.663834315789474	0.19111	0.40691249122807	0.16747	0.282624571428571	0.0986	0.0977726749760307	0.05721	0.0570784405690446	0.04051	0.0397727112612743
0.054	0.23012	0.668703157894737	0.19301	0.409905877192982	0.16871	0.284694879699248	0.097	0.098468476236132	0.05747	0.0574903062520129	0.04112	0.0400565159737677
0.0544	0.23403	0.673572	0.19061	0.412899263157895	0.16985	0.286765187969925	0.10056	0.0991642774962334	0.06039	0.0579021719349811	0.04058	0.0403403206862612
0.0548	0.23292	0.678440842105263	0.19078	0.415892649122807	0.16593	0.288835496240602	0.09949	0.0998600787563347	0.05905	0.0583140376179494	0.04054	0.0406241253987547
0.0552	0.23434	0.683309684210526	0.19072	0.418886035087719	0.16863	0.290905804511278	0.09955	0.100555880016436	0.057	0.0587259033009177	0.04	0.0409079301112482
0.0556	0.23303	0.68817852631579	0.19318	0.421879421052632	0.1668	0.292976112781955	0.10093	0.101251681276537	0.05862	0.059137768983886	0.03819	0.0411917348237417
0.056	0.23635	0.693047368421053	0.19253	0.424872807017544	0.16879	0.295046421052632	0.10224	0.101947482536639	0.05877	0.0595496346668542	0.0407	0.0414755395362351
0.0564	0.23445	0.697916210526316	0.19357	0.427866192982456	0.17118	0.297116729323308	0.09988	0.10264328379674	0.06024	0.0599615003498225	0.04079	0.0417593442487286
0.0568	0.23692	0.702785052631579	0.1933	0.430859578947368	0.17139	0.299187037593985	0.10106	0.103339085056842	0.05837	0.0603733660327908	0.03983	0.0420431489612221
0.0572	0.23581	0.707653894736842	0.19519	0.433852964912281	0.16952	0.301257345864662	0.10069	0.104034886316943	0.05918	0.060785231715759	0.04017	0.0423269536737156
0.0576	0.23477	0.712522736842105	0.19428	0.436846350877193	0.17076	0.303327654135338	0.10171	0.104730687577044	0.05911	0.0611970973987273	0.04184	0.042610758386209
0.058	0.23596	0.717391578947368	0.19519	0.439839736842105	0.1723	0.305397962406015	0.10486	0.105426488837146	0.05849	0.0616089630816956	0.04173	0.0428945630987025
0.0584	0.23901	0.722260421052632	0.19562	0.442833122807017	0.17175	0.307468270676692	0.1047	0.106122290097247	0.06066	0.0620208287646638	0.04452	0.043178367811196
0.0588	0.23671	0.727129263157895	0.19306	0.44582650877193	0.17208	0.309538578947368	0.1044	0.106818091357348	0.06041	0.0624326944476321	0.0428	0.0434621725236895
0.0592	0.23653	0.731998105263158	0.19611	0.448819894736842	0.1733	0.311608887218045	0.10217	0.10751389261745	0.0621	0.0628445601306004	0.04396	0.0437459772361829
0.0596	0.23789	0.736866947368421	0.19604	0.451813280701754	0.17263	0.313679195488722	0.10346	0.108209693877551	0.06122	0.0632564258135687	0.04425	0.0440297819486764
0.06	0.23643	0.741735789473684	0.19608	0.454806666666667	0.17317	0.315749503759398	0.10582	0.108905495137652	0.06125	0.0636682914965369	0.04338	0.0443135866611699
0.0604	0.23823	0.746604631578947	0.19582	0.457800052631579	0.17209	0.317819812030075	0.10619	0.109601296397754	0.06547	0.0640801571795052	0.04437	0.0445973913736634
0.0608	0.23701	0.751473473684211	0.1974	0.460793438596491	0.1745	0.319890120300752	0.10484	0.110297097657855	0.06451	0.0644920228624735	0.04421	0.0448811960861569
0.0612	0.23949	0.756342315789474	0.19566	0.463786824561403	0.17557	0.321960428571429	0.10761	0.110992898917956	0.06268	0.0649038885454417	0.04563	0.0451650007986503
0.0616	0.23848	0.761211157894737	0.19734	0.466780210526316	0.17209	0.324030736842105	0.1068	0.111688700178058	0.06524	0.06531575422841	0.04462	0.0454488055111438
0.062	0.2415	0.76608	0.19857	0.469773596491228	0.17606	0.326101045112782	0.11174	0.112384501438159	0.06663	0.0657276199113783	0.04392	0.0457326102236373
0.0624	0.23982	0.770948842105263	0.19593	0.47276698245614	0.17356	0.328171353383459	0.10807	0.11308030269826	0.06732	0.0661394855943466	0.04558	0.0460164149361308
0.0628	0.24195	0.775817684210526	0.19971	0.475760368421053	0.17518	0.330241661654135	0.10893	0.113776103958362	0.06778	0.0665513512773148	0.04585	0.0463002196486242
0.0632	0.23999	0.78068652631579	0.19879	0.478753754385965	0.17575	0.332311969924812	0.11035	0.114471905218463	0.06661	0.0669632169602831	0.04631	0.0465840243611177
0.0636	0.24044	0.785555368421053	0.19968	0.481747140350877	0.17546	0.334382278195489	0.11141	0.115167706478565	0.06624	0.0673750826432514	0.04796	0.0468678290736112
0.064	0.24098	0.790424210526316	0.19728	0.484740526315789	0.17749	0.336452586466165	0.11241	0.115863507738666	0.06765	0.0677869483262197	0.04818	0.0471516337861047
0.0644	0.23888	0.795293052631579	0.20054	0.487733912280702	0.17728	0.338522894736842	0.11538	0.116559308998767	0.06494	0.0681988140091879	0.048	0.0474354384985982
